Date,Country,SIMDQuintile,DailyPositive,CumulativePositive,DailyDeaths,DailyDeathsQF,CumulativeDeaths,CumulativeDeathsQF,CrudeRateDeaths,CrudeRateDeathsQF,FirstInfections,FirstInfectionsCumulative,Reinfections,ReinfectionsCumulative,PercentReinfections,PercentReinfectionsCumulative
20210104,S92000003,3,427,24396,4,,948,,86.83855448615483,,424,24365,3,31,0.702576112412178,0.12707001147729136
20210104,S92000003,4,464,25224,7,,843,,75.63516039050353,,462,25185,2,39,0.43103448275862066,0.15461465271170313
20210104,S92000003,5,361,24482,7,,739,,67.59630644268721,,361,24455,0,27,0,0.11028510742586392
20210105,S92000003,1,827,36030,9,,1374,,126.90179518936908,,825,35979,2,51,0.2418379685610641,0.14154870940882597
20210105,S92000003,2,661,31430,7,,1181,,108.97085744655725,,659,31382,2,48,0.30257186081694404,0.1527203308940503
20210105,S92000003,3,534,24930,8,,956,,87.57136929194517,,534,24899,0,31,0,0.12434817488969112
20210105,S92000003,4,591,25815,9,,852,,76.4426532060605,,591,25776,0,39,0,0.15107495642068564
20210105,S92000003,5,436,24918,7,,746,,68.23659621954621,,436,24891,0,27,0,0.108355405730797
20210106,S92000003,1,706,36736,6,,1380,,127.45595150023968,,705,36684,1,52,0.141643059490085,0.14155052264808363
20210106,S92000003,2,623,32053,13,,1194,,110.17036730837368,,621,32003,2,50,0.32102728731942215,0.15599163884815773
20210106,S92000003,3,405,25335,15,,971,,88.94539705280206,,404,25303,1,32,0.24691358024691357,0.12630747977106768
20210106,S92000003,4,431,26246,11,,863,,77.42958886951902,,431,26207,0,39,0,0.1485940714775585
20210106,S92000003,5,380,25298,5,,751,,68.6939460601598,,377,25268,3,30,0.7894736842105263,0.11858644952170132
20210107,S92000003,1,632,37368,16,,1396,,128.9337016625613,,631,37315,1,53,0.15822784810126583,0.14183258402911583
20210107,S92000003,2,468,32521,8,,1202,,110.90852722333766,,464,32467,4,54,0.8547008547008547,0.16604655453399342
20210107,S92000003,3,382,25717,3,,974,,89.22020260497344,,382,25685,0,32,0,0.1244313100283859
20210107,S92000003,4,366,26612,12,,875,,78.50624595692834,,366,26573,0,39,0,0.14655042837817525
20210107,S92000003,5,351,25649,5,,756,,69.15129590077338,,351,25619,0,30,0,0.1169636243128387
20210108,S92000003,1,488,37856,13,,1409,,130.1343736694476,,487,37802,1,54,0.20491803278688525,0.1426458157227388
20210108,S92000003,2,432,32953,8,,1210,,111.64668713830166,,432,32899,0,54,0,0.16386975389190667
20210108,S92000003,3,325,26042,5,,979,,89.67821185859239,,324,26009,1,33,0.3076923076923077,0.12671837800476154
20210108,S92000003,4,332,26944,7,,882,,79.13429592458375,,331,26904,1,40,0.30120481927710846,0.14845605700712589
20210108,S92000003,5,241,25890,9,,765,,69.97452561387783,,241,25860,0,30,0,0.11587485515643106
20210109,S92000003,1,438,38294,13,,1422,,131.33504567633392,,438,38240,0,54,0,0.14101425810831983
20210109,S92000003,2,332,33285,5,,1215,,112.10803708515414,,331,33230,1,55,0.30120481927710846,0.16523959741625358
20210109,S92000003,3,264,26306,7,,986,,90.31942481365894,,264,26273,0,33,0,0.12544666615981143
20210109,S92000003,4,265,27209,11,,893,,80.12123158804229,,264,27168,1,41,0.37735849056603776,0.15068543496637143
20210109,S92000003,5,194,26084,2,,767,,70.15746555012326,,194,26054,0,30,0,0.11501303481061188
20210110,S92000003,1,407,38701,17,,1439,,132.90515522380065,,405,38645,2,56,0.4914004914004914,0.14469910338234154
20210110,S92000003,2,296,33581,16,,1231,,113.58435691508208,,296,33526,0,55,0,0.16378309162919508
20210110,S92000003,3,263,26569,10,,996,,91.23544332089686,,263,26536,0,33,0,0.1242049004478904
20210110,S92000003,4,237,27446,11,,904,,81.10816725150082,,237,27405,0,41,0,0.14938424542738468
20210110,S92000003,5,220,26304,5,,772,,70.61481539073684,,220,26274,0,30,0,0.11405109489051096
20210111,S92000003,1,613,39314,10,,1449,,133.82874907525166,,612,39257,1,57,0.1631321370309951,0.14498651879737498
20210111,S92000003,2,460,34041,14,,1245,,114.87613676626906,,459,33985,1,56,0.21739130434782608,0.1645075056549455
20210111,S92000003,3,379,26948,6,,1002,,91.7850544252396,,379,26915,0,33,0,0.12245806738904556
20210111,S92000003,4,347,27793,6,,910,,81.64649579520547,,345,27750,2,43,0.57636887608069165,0.15471521606159824
20210111,S92000003,5,286,26590,11,,783,,71.62098504008671,,286,26560,0,30,0,0.1128243700639338
20210112,S92000003,1,565,39879,13,,1462,,135.029421082138,,559,39816,6,63,1.0619469026548674,0.1579778830963665
20210112,S92000003,2,479,34520,15,,1260,,116.2601866068265,,478,34463,1,57,0.20876826722338204,0.16512166859791425
20210112,S92000003,3,378,27326,6,,1008,,92.33466552958237,,375,27290,3,36,0.7936507936507936,0.1317426626655932
20210112,S92000003,4,274,28067,11,,921,,82.63343145866399,,273,28023,1,44,0.36496350364963503,0.15676773434994834
20210112,S92000003,5,291,26881,6,,789,,72.16980484882302,,288,26848,3,33,1.0309278350515465,0.12276329005617352
20210113,S92000003,1,482,40361,19,,1481,,136.7842493998949,,482,40298,0,63,0,0.15609127623200614
20210113,S92000003,2,385,34905,9,,1269,,117.09061651116096,,383,34846,2,59,0.5194805194805194,0.1690302248961467
20210113,S92000003,3,299,27625,7,,1015,,92.9758784846489,,298,27588,1,37,0.33444816053511706,0.1339366515837104
20210113,S92000003,4,288,28355,7,,928,,83.26148142631942,,287,28310,1,45,0.3472222222222222,0.15870216892964203
20210113,S92000003,5,252,27133,9,,798,,72.99303456192746,,252,27100,0,33,0,0.12162311576309293
20210114,S92000003,1,451,40812,14,,1495,,138.0772807919263,,447,40745,4,67,0.8869179600886918,0.16416740174458494
20210114,S92000003,2,363,35268,15,,1284,,118.47466635171844,,362,35208,1,60,0.27548209366391185,0.1701258931609391
20210114,S92000003,3,325,27950,9,,1024,,93.80029514116303,,322,27910,3,40,0.9230769230769232,0.14311270125223613
20210114,S92000003,4,265,28620,13,,941,,84.4278599376795,,264,28574,1,46,0.37735849056603776,0.1607267645003494
20210114,S92000003,5,224,27357,8,,806,,73.72479430690917,,224,27324,0,33,0,0.12062726176115804
20210115,S92000003,1,457,41269,18,,1513,,139.73974972453811,,456,41201,1,68,0.2188183807439825,0.16477258959509558
20210115,S92000003,2,357,35625,7,,1291,,119.12055627731192,,356,35564,1,61,0.2801120448179272,0.1712280701754386
20210115,S92000003,3,269,28219,17,,1041,,95.3575266034675,,269,28179,0,40,0,0.14174846734469684
20210115,S92000003,4,241,28861,8,,949,,85.1456313292857,,240,28814,1,47,0.4149377593360996,0.16284952011364817
20210115,S92000003,5,210,27567,8,,814,,74.45655405189092,,210,27534,0,33,0,0.11970834693655458
20210116,S92000003,1,367,41636,23,,1536,,141.86401558287548,,367,41568,0,68,0,0.16332020366990105
20210116,S92000003,2,279,35904,19,,1310,,120.87368607535136,,278,35842,1,62,0.35842293906810035,0.17268270944741532
20210116,S92000003,3,202,28421,12,,1053,,96.456748812153,,202,28381,0,40,0,0.14074100137222476
20210116,S92000003,4,179,29040,14,,963,,86.40173126459655,,178,28992,1,48,0.5586592178770949,0.1652892561983471
20210116,S92000003,5,145,27712,8,,822,,75.18831379687265,,145,27679,0,33,0,0.11908198614318706
20210117,S92000003,1,329,41965,11,,1547,,142.87996881947157,,327,41895,2,70,0.60790273556231,0.16680567139282734
20210117,S92000003,2,299,36203,14,,1324,,122.16546592653832,,299,36141,0,62,0,0.17125652570228986
20210117,S92000003,3,201,28622,6,,1059,,97.00635991649575,,201,28582,0,40,0,0.13975263783103906
20210117,S92000003,4,210,29250,7,,970,,87.02978123225198,,210,29202,0,48,0,0.1641025641025641
20210117,S92000003,5,157,27869,5,,827,,75.64566363748622,,157,27836,0,33,0,0.118411137823388
20210118,S92000003,1,464,42429,18,,1565,,144.5424377520834,,460,42355,4,74,0.8620689655172413,0.1744090127035754
20210118,S92000003,2,408,36611,15,,1339,,123.54951576709576,,405,36546,3,65,0.7352941176470589,0.17754226871705223
20210118,S92000003,3,337,28959,10,,1069,,97.92237842373368,,337,28919,0,40,0,0.1381263165164543
20210118,S92000003,4,286,29536,9,,979,,87.83727404780895,,285,29487,1,49,0.34965034965034963,0.16589924160346697
20210118,S92000003,5,245,28114,12,,839,,76.74330325495882,,244,28080,1,34,0.40816326530612246,0.12093618837589812
20210119,S92000003,1,468,42897,28,,1593,,147.12850053614622,,466,42821,2,76,0.4273504273504274,0.17716856656642654
20210119,S92000003,2,380,36991,9,,1348,,124.37994567143024,,376,36922,4,69,1.0526315789473684,0.18653185910086237
20210119,S92000003,3,275,29234,9,,1078,,98.7467950802478,,274,29193,1,41,0.3636363636363637,0.14024765683792845
20210119,S92000003,4,237,29773,17,,996,,89.36253825497214,,236,29723,1,50,0.4219409282700422,0.167937392939912
20210119,S92000003,5,190,28304,7,,846,,77.38359303181782,,190,28270,0,34,0,0.12012436404748446
20210120,S92000003,1,497,43394,14,,1607,,148.42153192817764,,494,43315,3,79,0.6036217303822937,0.18205281836198553
20210120,S92000003,2,357,37348,16,,1364,,125.85626550135822,,354,37276,3,72,0.8403361344537815,0.19278140730427332
20210120,S92000003,3,261,29495,15,,1093,,100.12082284110468,,258,29451,3,44,1.1494252873563218,0.14917782675029667
20210120,S92000003,4,238,30011,9,,1005,,90.1700310705291,,238,29961,0,50,0,0.16660557795474992
20210120,S92000003,5,224,28528,12,,858,,78.48123264929042,,223,28493,1,35,0.44642857142857145,0.12268648345485138
20210121,S92000003,1,336,43730,15,,1622,,149.80692270535417,,333,43648,3,82,0.8928571428571429,0.1875142922478847
20210121,S92000003,2,273,37621,10,,1374,,126.77896539506318,,272,37548,1,73,0.3663003663003663,0.1940405624518221
20210121,S92000003,3,218,29713,16,,1109,,101.58645245268536,,218,29669,0,44,0,0.1480833305287248
20210121,S92000003,4,217,30228,10,,1015,,91.06724531003688,,217,30178,0,50,0,0.16540955405584226
20210121,S92000003,5,196,28724,5,,863,,78.93858248990401,,196,28689,0,35,0,0.12184932460660076
20210122,S92000003,1,355,44085,19,,1641,,151.5617510231111,,355,44003,0,82,0,0.1860043098559601
20210122,S92000003,2,257,37878,15,,1389,,128.16301523562063,,255,37803,2,75,0.7782101167315175,0.19800411848566452
20210122,S92000003,3,218,29931,12,,1121,,102.68567466137088,,218,29887,0,44,0,0.14700477765527378
20210122,S92000003,4,209,30437,11,,1026,,92.0541809734954,,209,30387,0,50,0,0.16427374576995105
20210122,S92000003,5,187,28911,11,,874,,79.94475213925388,,186,28875,1,36,0.5347593582887701,0.1245200788627166
20210123,S92000003,1,268,44353,17,,1658,,153.1318605705778,,268,44271,0,82,0,0.18488039140531645
20210123,S92000003,2,214,38092,11,,1400,,129.1779851186961,,213,38016,1,76,0.4672897196261682,0.19951695894151003
20210123,S92000003,3,159,30090,8,,1129,,103.4184894671612,,158,30045,1,45,0.6289308176100629,0.14955134596211367
20210123,S92000003,4,170,30607,13,,1039,,93.22055948485549,,169,30556,1,51,0.5882352941176471,0.1666285490247329
20210123,S92000003,5,124,29035,4,,878,,80.31063201174474,,123,28998,1,37,0.8064516129032258,0.12743240916135698
20210124,S92000003,1,246,44599,24,,1682,,155.34848581406024,,245,44516,1,83,0.4065040650406504,0.1861028274176551
20210124,S92000003,2,195,38287,15,,1415,,130.56203495925357,,193,38209,2,78,1.0256410256410255,0.20372450178911905
20210124,S92000003,3,155,30245,11,,1140,,104.42610982512292,,154,30199,1,46,0.6451612903225806,0.1520912547528517
20210124,S92000003,4,160,30767,11,,1050,,94.207495148314,,160,30716,0,51,0,0.1657620177462866
20210124,S92000003,5,105,29140,9,,887,,81.13386172484918,,104,29102,1,38,0.9523809523809524,0.13040494166094715
20210125,S92000003,1,383,44982,16,,1698,,156.82623597638184,,381,44897,2,85,0.5221932114882507,0.1889644746787604
20210125,S92000003,2,306,38593,14,,1429,,131.85381481044055,,303,38512,3,81,0.9803921568627452,0.2098826212007359
20210125,S92000003,3,251,30496,14,,1154,,105.708535735256,,249,30448,2,48,0.796812749003984,0.15739769150052466
20210125,S92000003,4,224,30991,4,,1054,,94.5663808441171,,224,30940,0,51,0,0.16456390565002743
20210125,S92000003,5,157,29297,4,,891,,81.49974159734005,,156,29258,1,39,0.6369426751592356,0.1331194320237567
20210126,S92000003,1,332,45314,13,,1711,,158.02690798326816,,331,45228,1,86,0.30120481927710846,0.1897868208500684
20210126,S92000003,2,288,38881,13,,1442,,133.053324672257,,288,38800,0,81,0,0.208327975103521
20210126,S92000003,3,191,30687,9,,1163,,106.53295239177012,,189,30637,2,50,1.0471204188481675,0.16293544497670023
20210126,S92000003,4,203,31194,10,,1064,,95.46359508362484,,202,31142,1,52,0.49261083743842365,0.16669872411361158
20210126,S92000003,5,161,29458,5,,896,,81.95709143795364,,160,29418,1,40,0.6211180124223602,0.13578654355353384
20210127,S92000003,1,317,45631,15,,1726,,159.41229876044468,,313,45541,4,90,1.2618296529968454,0.1972343363064583
20210127,S92000003,2,261,39142,15,,1457,,134.43737451281444,,260,39060,1,82,0.3831417624521073,0.20949363854682948
20210127,S92000003,3,198,30885,13,,1176,,107.72377645117942,,198,30835,0,50,0,0.16189088554314393
20210127,S92000003,4,185,31379,8,,1072,,96.18136647523106,,184,31326,1,53,0.5405405405405406,0.16890276936804868
20210127,S92000003,5,156,29614,9,,905,,82.78032115105808,,156,29574,0,40,0,0.13507125008441953
20210128,S92000003,1,312,45943,12,,1738,,160.5206113821859,,311,45852,1,91,0.32051282051282054,0.19807152340944215
20210128,S92000003,2,280,39422,12,,1469,,135.54461438526042,,279,39339,1,83,0.35714285714285715,0.21054233676627265
20210128,S92000003,3,202,31087,7,,1183,,108.36498940624595,,201,31036,1,51,0.49504950495049505,0.16405571460739216
20210128,S92000003,4,173,31552,9,,1081,,96.98885929078804,,172,31498,1,54,0.5780346820809249,0.17114604462474645
20210128,S92000003,5,144,29758,6,,911,,83.32914095979437,,144,29718,0,40,0,0.1344176355937899
20210129,S92000003,1,287,46230,14,,1752,,161.81364277421733,,285,46137,2,93,0.6968641114982579,0.20116807268007783
20210129,S92000003,2,230,39652,15,,1484,,136.9286642258179,,230,39569,0,83,0,0.20932109351356804
20210129,S92000003,3,185,31272,17,,1200,,109.92222086855044,,185,31221,0,51,0,0.16308518802762856
20210129,S92000003,4,149,31701,7,,1088,,97.61690925844346,,148,31646,1,55,0.6711409395973155,0.1734961042238415
20210129,S92000003,5,114,29872,5,,916,,83.78649080040796,,113,29831,1,41,0.8771929824561403,0.137252276379218
20210130,S92000003,1,238,46468,15,,1767,,163.19903355139385,,237,46374,1,94,0.4201680672268907,0.20228974778342085
20210130,S92000003,2,183,39835,9,,1493,,137.75909413015236,,183,39752,0,83,0,0.20835948286682565
20210130,S92000003,3,157,31429,8,,1208,,110.65503567434077,,156,31377,1,52,0.6369426751592356,0.16545228928696426
20210130,S92000003,4,119,31820,4,,1092,,97.97579495424657,,119,31765,0,55,0,0.17284726587052168
20210130,S92000003,5,83,29955,8,,924,,84.51825054538968,,83,29914,0,41,0,0.1368719746286096
20210131,S92000003,1,214,46682,13,,1780,,164.39970555828015,,214,46588,0,94,0,0.2013624094940234
20210131,S92000003,2,197,40032,11,,1504,,138.7740640132278,,196,39948,1,84,0.5076142131979695,0.20983213429256595
20210131,S92000003,3,170,31599,10,,1218,,111.57105418157867,,170,31547,0,52,0,0.1645621696889142
20210131,S92000003,4,122,31942,6,,1098,,98.51412349795122,,121,31886,1,56,0.819672131147541,0.17531776344624633
20210131,S92000003,5,104,30059,8,,932,,85.25001029037142,,104,30018,0,41,0,0.13639841644765294
20210201,S92000003,1,290,46972,15,,1795,,165.78509633545667,,289,46877,1,95,0.3448275862068966,0.2022481478327514
20210201,S92000003,2,271,40303,13,,1517,,139.97357387504428,,269,40217,2,86,0.7380073800738007,0.21338361908542788
20210201,S92000003,3,234,31833,8,,1226,,112.303868987369,,233,31780,1,53,0.4273504273504274,0.16649388998837683
20210201,S92000003,4,161,32103,4,,1102,,98.8730091937543,,158,32044,3,59,1.8633540372670807,0.1837834470298726
20210201,S92000003,5,147,30206,3,,935,,85.52442019473956,,145,30163,2,43,1.3605442176870748,0.14235582334635502
20210202,S92000003,1,278,47250,13,,1808,,166.985768342343,,278,47155,0,95,0,0.20105820105820105
20210202,S92000003,2,239,40542,12,,1529,,141.08081374749025,,238,40455,1,87,0.41841004184100417,0.2145922746781116
20210202,S92000003,3,192,32025,8,,1234,,113.03668379315936,,192,31972,0,53,0,0.16549570647931303
20210202,S92000003,4,182,32285,5,,1107,,99.3216163135082,,182,32226,0,59,0,0.1827474059160601
20210202,S92000003,5,158,30364,6,,941,,86.07324000347586,,157,30320,1,44,0.6329113924050633,0.14490844421024898
20210203,S92000003,1,263,47513,12,,1820,,168.0940809640842,,261,47416,2,97,0.7604562737642585,0.20415465241091912
20210203,S92000003,2,214,40756,10,,1539,,142.00351364119524,,214,40669,0,87,0,0.2134655020119737
20210203,S92000003,3,184,32209,12,,1246,,114.13590600184486,,181,32153,3,56,1.6304347826086956,0.17386444782514204
20210203,S92000003,4,147,32432,9,,1116,,100.12910912906516,,144,32370,3,62,2.0408163265306123,0.1911692155895412
20210203,S92000003,5,130,30494,5,,946,,86.53058984408943,,129,30449,1,45,0.7692307692307693,0.14757001377320128
20210204,S92000003,1,266,47779,9,,1829,,168.92531543039013,,265,47681,1,98,0.3759398496240602,0.2051110320433663
20210204,S92000003,2,204,40960,12,,1551,,143.1107535136412,,203,40872,1,88,0.4901960784313726,0.21484375
20210204,S92000003,3,178,32387,2,,1248,,114.31910970329244,,178,32331,0,56,0,0.1729088831938741
20210204,S92000003,4,146,32578,6,,1122,,100.66743767276982,,146,32516,0,62,0,0.1903124808152741
20210204,S92000003,5,104,30598,3,,949,,86.80499974845759,,104,30553,0,45,0,0.1470684358454801
20210205,S92000003,1,258,48037,12,,1841,,170.03362805213135,,257,47938,1,99,0.3875968992248062,0.20609113808106252
20210205,S92000003,2,221,41181,12,,1563,,144.21799338608716,,220,41092,1,89,0.45248868778280543,0.21611908404361235
20210205,S92000003,3,195,32582,8,,1256,,115.05192450908278,,194,32525,1,57,0.5128205128205128,0.17494322018292308
20210205,S92000003,4,127,32705,9,,1131,,101.4749304883268,,126,32642,1,63,0.7874015748031497,0.19263109616266627
20210205,S92000003,5,139,30737,3,,952,,87.07940965282573,,138,30691,1,46,0.7194244604316546,0.14965676546182125
20210206,S92000003,1,220,48257,19,,1860,,171.78845636988825,,217,48155,3,102,1.3636363636363635,0.2113682988996415
20210206,S92000003,2,161,41342,7,,1570,,144.86388331168064,,160,41252,1,90,0.6211180124223602,0.21769628948768807
20210206,S92000003,3,128,32710,8,,1264,,115.78473931487312,,128,32653,0,57,0,0.1742586365025986
20210206,S92000003,4,95,32800,9,,1140,,102.28242330388376,,95,32737,0,63,0,0.19207317073170732
20210206,S92000003,5,106,30843,7,,959,,87.71969942968474,,106,30797,0,46,0,0.1491424310216257
20210207,S92000003,1,183,48440,11,,1871,,172.80440960648437,,182,48337,1,103,0.546448087431694,0.21263418662262593
20210207,S92000003,2,149,41491,9,,1579,,145.6943132160151,,149,41401,0,90,0,0.21691451158082475
20210207,S92000003,3,127,32837,12,,1276,,116.88396152355864,,127,32780,0,57,0,0.17358467582300455
20210207,S92000003,4,110,32910,3,,1143,,102.55158757573612,,110,32847,0,63,0,0.19143117593436643
20210207,S92000003,5,87,30930,7,,966,,88.35998920654376,,86,30883,1,47,1.1494252873563218,0.15195602974458455
20210208,S92000003,1,317,48757,15,,1886,,174.1898003836609,,316,48653,1,104,0.31545741324921134,0.2133027052525791
20210208,S92000003,2,235,41726,12,,1591,,146.80155308846108,,235,41636,0,90,0,0.21569285337679145
20210208,S92000003,3,179,33016,2,,1278,,117.0671652250062,,179,32959,0,57,0,0.17264356675551248
20210208,S92000003,4,153,33063,5,,1148,,103.00019469548997,,153,33000,0,63,0,0.1905453225660103
20210208,S92000003,5,105,31035,6,,972,,88.90880901528006,,105,30988,0,47,0,0.15144192041243756
20210209,S92000003,1,239,48996,16,,1902,,175.66755054598252,,238,48891,1,105,0.41841004184100417,0.21430320842517755
20210209,S92000003,2,206,41932,13,,1604,,148.00106295027754,,205,41841,1,91,0.4854368932038835,0.21701802919011737
20210209,S92000003,3,135,33151,9,,1287,,117.89158188152034,,135,33094,0,57,0,0.17194051461494375
20210209,S92000003,4,91,33154,6,,1154,,103.53852323919462,,91,33091,0,63,0,0.1900223200820414
20210209,S92000003,5,88,31123,5,,977,,89.36615885589364,,88,31076,0,47,0,0.15101371975709282
20210210,S92000003,1,256,49252,12,,1914,,176.7758631677237,,255,49146,1,106,0.390625,0.2152196865101925
20210210,S92000003,2,256,42188,9,,1613,,148.83149285461204,,256,42097,0,91,0,0.21570114724566228
20210210,S92000003,3,133,33284,3,,1290,,118.1663874336917,,131,33225,2,59,1.5037593984962403,0.17726234827544765
20210210,S92000003,4,115,33269,10,,1164,,104.43573747870238,,114,33205,1,64,0.8695652173913043,0.19237127656376807
20210210,S92000003,5,87,31210,3,,980,,89.64056876026179,,86,31162,1,48,1.1494252873563218,0.1537968599807754
20210211,S92000003,1,251,49503,11,,1925,,177.79181640431983,,251,49397,0,106,0,0.21412843666040443
20210211,S92000003,2,217,42405,6,,1619,,149.385112790835,,216,42313,1,92,0.4608294930875576,0.21695554769484732
20210211,S92000003,3,152,33436,10,,1300,,119.08240594092965,,150,33375,2,61,1.3157894736842106,0.18243809068070344
20210211,S92000003,4,124,33393,4,,1168,,104.79462317450547,,122,33327,2,66,1.6129032258064515,0.19764621327823195
20210211,S92000003,5,101,31311,4,,984,,90.00644863275265,,101,31263,0,48,0,0.1533007569224873
20210212,S92000003,1,258,49761,11,,1936,,178.80776964091595,,256,49653,2,108,0.7751937984496124,0.21703743895822028
20210212,S92000003,2,296,42701,11,,1630,,150.40008267391048,,294,42607,2,94,0.6756756756756757,0.2201353598276387
20210212,S92000003,3,138,33574,10,,1310,,119.99842444816754,,138,33513,0,61,0,0.18168821111574432
20210212,S92000003,4,129,33522,5,,1173,,105.24323029425936,,129,33456,0,66,0,0.1968856273492035
20210212,S92000003,5,86,31397,4,,988,,90.37232850524352,,84,31347,2,50,2.3255813953488373,0.15925088384240532
20210213,S92000003,1,137,49898,8,,1944,,179.5466447220767,,137,49790,0,108,0,0.21644154074311597
20210213,S92000003,2,144,42845,8,,1638,,151.13824258887445,,142,42749,2,96,1.3888888888888888,0.2240634846539853
20210213,S92000003,3,121,33695,4,,1314,,120.36483185106272,,121,33634,0,61,0,0.18103576198249
20210213,S92000003,4,80,33602,5,,1178,,105.69183741401324,,80,33536,0,66,0,0.19641687994762216
20210213,S92000003,5,62,31459,7,,995,,91.01261828210252,,62,31409,0,50,0,0.15893702914905114
20210214,S92000003,1,183,50081,11,,1955,,180.56259795867288,,181,49971,2,110,1.092896174863388,0.21964417643417664
20210214,S92000003,2,183,43028,9,,1647,,151.96867249320894,,183,42932,0,96,0,0.22311053267639677
20210214,S92000003,3,130,33825,6,,1320,,120.91444295540548,,130,33764,0,61,0,0.180339985218034
20210214,S92000003,4,95,33697,1,,1179,,105.781558837964,,95,33631,0,66,0,0.1958631332166068
20210214,S92000003,5,91,31550,5,,1000,,91.46996812271612,,91,31500,0,50,0,0.15847860538827258
20210215,S92000003,1,311,50392,12,,1967,,181.67091058041407,,308,50279,3,113,0.964630225080386,0.22424194316558185
20210215,S92000003,2,247,43275,9,,1656,,152.7991023975434,,247,43179,0,96,0,0.2218370883882149
20210215,S92000003,3,163,33988,2,,1322,,121.09764665685304,,162,33926,1,62,0.6134969325153374,0.18241732376132752
20210215,S92000003,4,144,33841,4,,1183,,106.1404445337671,,144,33775,0,66,0,0.19502969770396855
20210215,S92000003,5,101,31651,7,,1007,,92.11025789957512,,100,31600,1,51,0.99009900990099,0.1611323496887934
20210216,S92000003,1,288,50680,9,,1976,,182.50214504672,,284,50563,4,117,1.3888888888888888,0.2308602999210734
20210216,S92000003,2,210,43485,5,,1661,,153.2604523443959,,207,43386,3,99,1.4285714285714286,0.22766471196964472
20210216,S92000003,3,152,34140,4,,1326,,121.46405405974822,,151,34077,1,63,0.6578947368421053,0.1845342706502636
20210216,S92000003,4,155,33996,6,,1189,,106.67877307747176,,155,33930,0,66,0,0.1941404871161313
20210216,S92000003,5,115,31766,2,,1009,,92.29319783582056,,115,31715,0,51,0,0.1605490146697727
20210217,S92000003,1,245,50925,5,,1981,,182.9639419724455,,244,50807,1,118,0.40816326530612246,0.2317133038782523
20210217,S92000003,2,215,43700,8,,1669,,153.99861225935987,,214,43600,1,100,0.46511627906976744,0.2288329519450801
20210217,S92000003,3,142,34282,6,,1332,,122.01366516409098,,141,34218,1,64,0.704225352112676,0.186686891079867
20210217,S92000003,4,140,34136,4,,1193,,107.03765877327486,,140,34070,0,66,0,0.19334426997890788
20210217,S92000003,5,85,31851,5,,1014,,92.75054767643414,,85,31800,0,51,0,0.16012056136385042
20210218,S92000003,1,242,51167,17,,1998,,184.53405151991225,,242,51049,0,118,0,0.2306173901147224
20210218,S92000003,2,198,43898,4,,1673,,154.36769221684185,,197,43797,1,101,0.5050505050505051,0.2300788190805959
20210218,S92000003,3,159,34441,5,,1337,,122.47167441770992,,159,34377,0,64,0,0.18582503411631485
20210218,S92000003,4,171,34307,5,,1198,,107.48626589302872,,170,34240,1,67,0.5847953216374269,0.19529542075961173
20210218,S92000003,5,111,31962,4,,1018,,93.116427548925,,110,31910,1,52,0.9009009009009008,0.16269319817283023
20210219,S92000003,1,256,51423,14,,2012,,185.82708291194365,,255,51304,1,119,0.390625,0.23141395873441845
20210219,S92000003,2,222,44120,11,,1684,,155.38266209991733,,220,44017,2,103,0.9009009009009008,0.23345421577515865
20210219,S92000003,3,150,34591,10,,1347,,123.38769292494788,,150,34527,0,64,0,0.18501922465381168
20210219,S92000003,4,159,34466,6,,1204,,108.02459443673338,,159,34399,0,67,0,0.1943944757151976
20210219,S92000003,5,106,32068,5,,1023,,93.57377738953858,,106,32016,0,52,0,0.16215541973306724
20210220,S92000003,1,192,51615,10,,2022,,186.7506767633947,,189,51493,3,122,1.5625,0.23636539765572023
20210220,S92000003,2,165,44285,9,,1693,,156.2130920042518,,165,44182,0,103,0,0.23258439652252455
20210220,S92000003,3,103,34694,7,,1354,,124.0289058800144,,102,34629,1,65,0.970873786407767,0.18735227993312964
20210220,S92000003,4,124,34590,0,,1204,,108.02459443673338,,123,34522,1,68,0.8064516129032258,0.19658860942468925
20210220,S92000003,5,81,32149,1,,1024,,93.6652473576613,,81,32097,0,52,0,0.16174686615446826
20210221,S92000003,1,156,51771,5,,2027,,187.21247368912017,,156,51649,0,122,0,0.2356531648992679
20210221,S92000003,2,175,44460,8,,1701,,156.95125191921576,,174,44356,1,104,0.5714285714285714,0.23391812865497075
20210221,S92000003,3,93,34787,2,,1356,,124.21210958146196,,93,34722,0,65,0,0.1868514100094863
20210221,S92000003,4,92,34682,1,,1205,,108.11431586068416,,92,34614,0,68,0,0.19606712415662303
20210221,S92000003,5,94,32243,4,,1028,,94.03112723015217,,94,32191,0,52,0,0.1612753155723723
20210222,S92000003,1,227,51998,6,,2033,,187.76662999999076,,226,51875,1,123,0.44052863436123346,0.23654755952152007
20210222,S92000003,2,212,44672,7,,1708,,157.59714184480927,,211,44567,1,105,0.4716981132075472,0.23504656160458456
20210222,S92000003,3,132,34919,5,,1361,,124.67011883508094,,131,34853,1,66,0.7575757575757576,0.1890088490506601
20210222,S92000003,4,111,34793,2,,1207,,108.29375870858571,,111,34725,0,68,0,0.1954416118184692
20210222,S92000003,5,108,32351,2,,1030,,94.21406716639758,,108,32299,0,52,0,0.16073691694228923
20210223,S92000003,1,220,52218,4,,2037,,188.13606754057116,,220,52095,0,123,0,0.23555095943927384
