Date,NumberAdmitted,SevenDayAverage,SevenDayAverageQF
20221213,56,38.8571428571429,
20221214,53,40.4285714285714,
20221215,39,40.4285714285714,
20221216,47,41.7142857142857,
20221217,38,43.5714285714286,
20221218,36,44,
20221219,61,47.1428571428571,
20221220,77,50.1428571428571,
20221221,57,50.7142857142857,
20221222,70,55.1428571428571,
20221223,64,57.5714285714286,
20221224,55,60,
20221225,40,60.5714285714286,
20221226,50,59,
20221227,80,59.4285714285714,
20221228,67,60.8571428571429,
20221229,79,62.1428571428571,
20221230,55,60.8571428571429,
20221231,67,62.5714285714286,
20230101,54,64.5714285714286,
20230102,57,65.5714285714286,
20230103,72,64.4285714285714,
20230104,66,64.2857142857143,
20230105,65,62.2857142857143,
20230106,73,64.8571428571429,
20230107,50,62.4285714285714,
20230108,41,60.5714285714286,
20230109,57,60.5714285714286,
20230110,46,56.8571428571429,
20230111,51,54.7142857142857,
20230112,52,52.8571428571429,
20230113,48,49.2857142857143,
20230114,25,45.7142857142857,
20230115,35,44.8571428571429,
20230116,36,41.8571428571429,
20230117,43,41.4285714285714,
20230118,43,40.2857142857143,
20230119,24,36.2857142857143,
20230120,31,33.8571428571429,
20230121,27,34.1428571428571,
20230122,22,32.2857142857143,
20230123,37,32.4285714285714,
20230124,34,31.1428571428571,
20230125,19,27.7142857142857,
20230126,36,29.4285714285714,
20230127,36,30.1428571428571,
20230128,23,29.5714285714286,
20230129,26,30.1428571428571,
20230130,34,29.7142857142857,
20230131,29,29,
20230201,33,31,
20230202,43,32,
20230203,26,30.5714285714286,
20230204,15,29.4285714285714,
20230205,33,30.4285714285714,
20230206,38,31,
20230207,34,31.7142857142857,
20230208,35,32,
20230209,38,31.2857142857143,
20230210,19,30.2857142857143,
20230211,25,31.7142857142857,
20230212,35,32,
20230213,44,32.8571428571429,
20230214,31,32.4285714285714,
20230215,32,32,
20230216,42,32.5714285714286,
20230217,32,34.4285714285714,
20230218,33,35.5714285714286,
20230219,24,34,
20230220,34,32.5714285714286,
20230221,41,34,
20230222,47,36.1428571428571,
20230223,34,35,
20230224,45,36.8571428571429,
20230225,29,36.2857142857143,
20230226,21,35.8571428571429,
20230227,34,35.8571428571429,
20230228,51,37.2857142857143,
20230301,34,35.4285714285714,
20230302,38,36,
20230303,32,34.1428571428571,
20230304,36,35.1428571428571,
20230305,46,38.7142857142857,
20230306,58,42.1428571428571,
20230307,51,42.1428571428571,
20230308,62,46.1428571428571,
20230309,62,49.5714285714286,
20230310,62,53.8571428571429,
20230311,42,54.7142857142857,
20230312,39,53.7142857142857,
20230313,75,56.1428571428571,
20230314,54,56.5714285714286,
20230315,73,58.1428571428571,
20230316,82,61,
20230317,58,60.4285714285714,
20230318,64,63.5714285714286,
20230319,62,66.8571428571429,
20230320,78,67.2857142857143,
20230321,58,67.8571428571429,
20230322,69,67.2857142857143,
20230323,75,66.2857142857143,
20230324,82,69.7142857142857,
20230325,48,67.4285714285714,
20230326,43,64.7142857142857,
20230327,62,62.4285714285714,
20230328,53,61.7142857142857,
20230329,75,62.5714285714286,
20230330,54,59.5714285714286,
20230331,61,56.5714285714286,
20230401,50,56.8571428571429,
20230402,44,57,
20230403,45,54.5714285714286,
20230404,64,56.1428571428571,
20230405,50,52.5714285714286,
20230406,71,55,
20230407,60,54.8571428571429,
20230408,52,55.1428571428571,
20230409,52,56.2857142857143,
20230410,55,57.7142857142857,
20230411,55,56.4285714285714,
20230412,54,57,
20230413,57,55,
20230414,52,53.8571428571429,
20230415,37,51.7142857142857,
20230416,42,50.2857142857143,
20230417,56,50.4285714285714,
20230418,41,48.4285714285714,
20230419,41,46.5714285714286,
20230420,49,45.4285714285714,
20230421,29,42.1428571428571,
20230422,40,42.5714285714286,
20230423,33,41.2857142857143,
20230424,51,40.5714285714286,
20230425,34,39.5714285714286,
20230426,24,37.1428571428571,
20230427,22,33.2857142857143,
20230428,39,34.7142857142857,
20230429,27,32.8571428571429,
20230430,31,32.5714285714286,
20230501,40,31,
20230502,23,29.4285714285714,
20230503,22,29.1428571428571,
20230504,33,30.7142857142857,
20230505,30,29.4285714285714,
20230506,25,29.1428571428571,
20230507,23,28,
20230508,21,25.2857142857143,
20230509,22,25.1428571428571,
20230510,18,24.5714285714286,
20230511,24,23.2857142857143,
20230512,19,21.7142857142857,
20230513,22,21.2857142857143,
20230514,24,21.4285714285714,
20230515,21,21.4285714285714,
20230516,16,20.5714285714286,
20230517,21,21,
20230518,14,19.5714285714286,
20230519,18,19.4285714285714,
20230520,14,18.2857142857143,
20230521,13,16.7142857142857,
20230522,15,15.8571428571429,
20230523,33,18.2857142857143,
20230524,19,18,
20230525,13,17.8571428571429,
20230526,16,17.5714285714286,
20230527,12,17.2857142857143,
20230528,18,18,
20230529,17,18.2857142857143,
20230530,10,15,
20230531,15,14.4285714285714,
20230601,7,13.5714285714286,
20230602,16,13.5714285714286,
20230603,22,15,
20230604,12,14.1428571428571,
20230605,21,14.7142857142857,
20230606,22,16.4285714285714,
20230607,15,16.4285714285714,
20230608,13,17.2857142857143,
20230609,17,17.4285714285714,
20230610,16,16.5714285714286,
20230611,12,16.5714285714286,
20230612,10,15,
20230613,19,14.5714285714286,
20230614,14,14.4285714285714,
20230615,15,14.7142857142857,
20230616,11,13.8571428571429,
20230617,14,13.5714285714286,
20230618,10,13.2857142857143,
20230619,10,13.2857142857143,
20230620,8,11.7142857142857,
20230621,11,11.2857142857143,
20230622,12,10.8571428571429,
20230623,9,10.5714285714286,
20230624,6,9.42857142857143,
20230625,5,8.71428571428571,
20230626,9,8.57142857142857,
20230627,9,8.71428571428571,
20230628,10,8.57142857142857,
20230629,12,8.57142857142857,
20230630,7,8.28571428571429,
20230701,5,8.14285714285714,
20230702,7,8.42857142857143,
20230703,4,7.71428571428571,
20230704,9,7.71428571428571,
20230705,11,7.85714285714286,
20230706,13,8,
20230707,11,8.57142857142857,
20230708,2,8.14285714285714,
20230709,6,8,
20230710,14,9.42857142857143,
20230711,16,10.4285714285714,
20230712,6,9.71428571428571,
20230713,13,9.71428571428571,
20230714,13,10,
20230715,13,11.5714285714286,
20230716,10,12.1428571428571,
20230717,11,11.7142857142857,
20230718,11,11,
20230719,14,12.1428571428571,
20230720,12,12,
20230721,14,12.1428571428571,
20230722,6,11.1428571428571,
20230723,16,12,
20230724,12,12.1428571428571,
20230725,21,13.5714285714286,
20230726,18,14.1428571428571,
20230727,15,14.5714285714286,
20230728,23,15.8571428571429,
20230729,20,17.8571428571429,
20230730,13,17.4285714285714,
20230731,15,17.8571428571429,
20230801,21,17.8571428571429,
20230802,14,17.2857142857143,
20230803,22,18.2857142857143,
20230804,23,18.2857142857143,
20230805,23,18.7142857142857,
20230806,23,20.1428571428571,
20230807,22,21.1428571428571,
20230808,28,22.1428571428571,
20230809,26,23.8571428571429,
20230810,42,26.7142857142857,
20230811,23,26.7142857142857,
20230812,30,27.7142857142857,
20230813,26,28.1428571428571,
20230814,35,30,
20230815,37,31.2857142857143,
20230816,26,31.2857142857143,
20230817,37,30.5714285714286,
20230818,31,31.7142857142857,
20230819,30,31.7142857142857,
20230820,25,31.5714285714286,
20230821,41,32.4285714285714,
20230822,32,31.7142857142857,
20230823,30,32.2857142857143,
20230824,37,32.2857142857143,
20230825,38,33.2857142857143,
20230826,41,34.8571428571429,
20230827,30,35.5714285714286,
20230828,43,35.8571428571429,
20230829,48,38.1428571428571,
20230830,40,39.5714285714286,
20230831,40,40,
20230901,47,41.2857142857143,
20230902,35,40.4285714285714,
20230903,27,40,
20230904,40,39.5714285714286,
20230905,43,38.8571428571429,
20230906,45,39.5714285714286,
20230907,37,39.1428571428571,
20230908,38,37.8571428571429,
20230909,37,38.1428571428571,
20230910,23,37.5714285714286,
20230911,44,38.1428571428571,
20230912,38,37.4285714285714,
20230913,27,34.8571428571429,
20230914,37,34.8571428571429,
20230915,34,34.2857142857143,
20230916,22,32.1428571428571,
20230917,27,32.7142857142857,
20230918p,31,30.8571428571429,
20230919p,38,30.8571428571429,
20230920p,30,31.2857142857143,
20230921p,35,31,
20230922p,40,31.8571428571429,
20230923p,29,32.8571428571429,
20230924p,19,31.7142857142857,
