Date,HB,HBName,DailyPositive,CumulativePositive,DailyPositivePCROnly,CumulativePositivePCROnly,DailyPositiveLFDOnly,CumulativePositiveLFDOnly,DailyPositivePCRAndLFD,CumulativePositivePCRAndLFD,DailyDeaths,DailyDeathsQF,CumulativeDeaths,CumulativeDeathsQF,CrudeRateDeaths,CrudeRateDeathsQF,PositiveTests,PositiveTestsLFDOnly,HospitalAdmissions,HospitalAdmissionsQF,ICUAdmissions,ICUAdmissionsQF,PositivePillar1,PositivePillar2,FirstInfections,FirstInfectionsCumulative,Reinfections,ReinfectionsCumulative,PercentReinfections,PercentReinfectionsCumulative,TotalTests,TotalPillar1,TotalPillar2,TotalLFD,HospitalOccupancy,ICUOccupancy28daysless,ICUOccupancy28daysmore
20230331,S92000003,Scotland,273,2167465,138,1462894,133,553277,2,151294,,:,,:,,:,378,213,61,,6,,162,3,178,2004471,95,162994,34.798534798534796,7.520029158486988,1770,1073,21,676,1263,5,1
20230331,S08000028,NHS Western Isles,0,9114,0,4084,0,3577,0,1453,,:,,:,,:,0,,,:,,:,,,0,8677,0,437,,4.794821154268159,15,9,0,6,18,,
20230331,S08000030,NHS Tayside,17,153132,7,101244,10,40904,0,10984,,:,,:,,:,23,14,,:,,:,9,0,12,142541,5,10591,29.41176470588235,6.9162552569025415,156,114,0,42,58,,
20230331,S08000026,NHS Shetland,1,7827,0,2160,1,5253,0,414,,:,,:,,:,0,,,:,,:,,,0,7571,1,256,100,3.2707295259997444,11,5,0,6,,,
20230331,S08000025,NHS Orkney,1,6363,0,2379,1,3520,0,464,,:,,:,,:,0,,,:,,:,,,1,6167,0,196,0,3.08030803080308,12,1,0,11,,,
20230331,S08000024,NHS Lothian,58,364920,24,243364,33,95375,1,26181,,:,,:,,:,89,52,,:,,:,36,1,40,339700,18,25220,31.03448275862069,6.911103803573386,327,186,4,137,188,,
20230331,S08000032,NHS Lanarkshire,35,296883,22,216971,13,61974,0,17938,,:,,:,,:,43,19,,:,,:,23,1,21,270946,14,25937,40,8.736438260190042,194,143,1,50,117,,
20230331,S08000022,NHS Highland,11,106384,5,63092,6,34761,0,8531,,:,,:,,:,20,14,,:,,:,6,0,8,100598,3,5786,27.272727272727273,5.438787787637239,93,45,0,48,45,,
20230331,S08000031,NHS Greater Glasgow and Clyde,72,509044,44,371384,28,106150,0,31510,,:,,:,,:,89,40,,:,,:,48,1,46,463519,26,45525,36.111111111111114,8.943234769489475,387,275,4,108,398,,
20230331,S08000020,NHS Grampian,13,201815,5,118979,8,66184,0,16652,,:,,:,,:,24,19,,:,,:,5,0,8,190603,5,11212,38.46153846153846,5.5555830835170825,151,58,12,81,57,,
20230331,S08000019,NHS Forth Valley,18,126745,9,85725,9,31430,0,9590,,:,,:,,:,22,12,,:,,:,10,0,14,117232,4,9513,22.22222222222222,7.5056215235315005,92,49,0,43,101,,
20230331,S08000029,NHS Fife,16,144129,7,94208,9,39521,0,10400,,:,,:,,:,24,15,,:,,:,9,0,11,133679,5,10450,31.25,7.250449250324362,133,87,0,46,65,,
20230331,S08000017,NHS Dumfries and Galloway,8,50266,5,32173,3,13997,0,4096,,:,,:,,:,12,6,,:,,:,6,0,4,47200,4,3066,50,6.099550391915012,53,32,0,21,6,,
20230331,S08000016,NHS Borders,5,37207,2,23035,2,11675,1,2497,,:,,:,,:,7,5,,:,,:,2,0,5,35158,0,2049,0,5.507028247372806,56,27,0,29,74,,
20230331,S08000015,NHS Ayrshire and Arran,18,153636,8,104096,10,38956,0,10584,,:,,:,,:,21,13,,:,,:,8,0,8,140880,10,12756,55.55555555555556,8.302741544950402,83,42,0,41,133,,
20230331,,Golden Jubilee National Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230401,S92000003,Scotland,232,2167697,94,1462988,138,553415,0,151294,,:,,:,,:,315,204,50,,1,,106,5,146,2004617,86,163080,37.06896551724138,7.523191663779578,1301,658,31,612,1259,8,1
20230401,S08000028,NHS Western Isles,0,9114,0,4084,0,3577,0,1453,,:,,:,,:,0,,,:,,:,,,0,8677,0,437,,4.794821154268159,7,5,0,2,16,,
20230401,S08000030,NHS Tayside,20,153152,6,101250,14,40918,0,10984,,:,,:,,:,24,18,,:,,:,6,0,13,142554,7,10598,35,6.919922691182616,114,61,0,53,61,,
20230401,S08000026,NHS Shetland,0,7827,0,2160,0,5253,0,414,,:,,:,,:,0,,,:,,:,,,0,7571,0,256,,3.2707295259997444,5,2,0,3,,,
20230401,S08000025,NHS Orkney,3,6366,2,2381,1,3521,0,464,,:,,:,,:,3,1,,:,,:,2,0,2,6169,1,197,33.333333333333336,3.094564875903236,16,4,0,12,,,
20230401,S08000024,NHS Lothian,48,364968,20,243384,28,95403,0,26181,,:,,:,,:,66,41,,:,,:,23,2,35,339735,13,25233,27.083333333333332,6.913756822515946,221,111,4,106,188,,
20230401,S08000032,NHS Lanarkshire,33,296916,15,216986,18,61992,0,17938,,:,,:,,:,45,27,,:,,:,18,0,20,270966,13,25950,39.39393939393939,8.739845612900618,162,98,0,64,117,,
20230401,S08000022,NHS Highland,12,106396,6,63098,6,34767,0,8531,,:,,:,,:,21,13,,:,,:,8,0,7,100605,5,5791,41.666666666666664,5.442873792247829,87,42,0,45,44,,
20230401,S08000031,NHS Greater Glasgow and Clyde,50,509094,24,371408,26,106176,0,31510,,:,,:,,:,61,34,,:,,:,24,3,29,463548,21,45546,42,8.94648139636295,252,148,3,101,400,,
20230401,S08000020,NHS Grampian,15,201830,3,118982,12,66196,0,16652,,:,,:,,:,22,19,,:,,:,3,0,6,190609,9,11221,60,5.559629391071694,122,27,24,71,57,,
20230401,S08000019,NHS Forth Valley,16,126761,7,85732,9,31439,0,9590,,:,,:,,:,18,10,,:,,:,8,0,12,117244,4,9517,25,7.507829695253272,74,36,0,38,100,,
20230401,S08000029,NHS Fife,11,144140,2,94210,9,39530,0,10400,,:,,:,,:,18,16,,:,,:,2,0,7,133686,4,10454,36.36363636363637,7.252671014291661,95,52,0,43,56,,
20230401,S08000017,NHS Dumfries and Galloway,4,50270,2,32175,2,13999,0,4096,,:,,:,,:,8,4,,:,,:,4,0,4,47204,0,3066,0,6.099065048736821,38,18,0,20,5,,
20230401,S08000016,NHS Borders,6,37213,1,23036,5,11680,0,2497,,:,,:,,:,10,8,,:,,:,2,0,2,35160,4,2053,66.66666666666667,5.516889259129874,36,17,0,19,72,,
20230401,S08000015,NHS Ayrshire and Arran,14,153650,6,104102,8,38964,0,10584,,:,,:,,:,18,12,,:,,:,6,0,9,140889,5,12761,35.714285714285715,8.305239179954443,68,37,0,31,138,,
20230401,,Golden Jubilee National Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230402,S92000003,Scotland,224,2167921,75,1463063,148,553563,1,151295,,:,,:,,:,303,217,44,,0,,84,2,141,2004758,83,163163,37.05357142857143,7.526242884311744,1296,611,22,663,1277,8,1
20230402,S08000028,NHS Western Isles,1,9115,0,4084,1,3578,0,1453,,:,,:,,:,0,,,:,,:,,,1,8678,0,437,0,4.794295117937466,14,10,0,4,16,,
20230402,S08000030,NHS Tayside,18,153170,5,101255,13,40931,0,10984,,:,,:,,:,19,14,,:,,:,5,0,12,142566,6,10604,33.333333333333336,6.923026702356858,114,69,0,45,56,,
20230402,S08000026,NHS Shetland,0,7827,0,2160,0,5253,0,414,,:,,:,,:,0,,,:,,:,,,0,7571,0,256,,3.2707295259997444,1,0,0,1,,,
20230402,S08000025,NHS Orkney,1,6367,0,2381,1,3522,0,464,,:,,:,,:,0,,,:,,:,,,1,6170,0,197,0,3.0940788440395792,8,2,0,6,,,
20230402,S08000024,NHS Lothian,41,365009,9,243393,31,95434,1,26182,,:,,:,,:,61,48,,:,,:,12,1,27,339762,14,25247,34.146341463414636,6.916815749748636,212,83,1,128,209,,
20230402,S08000032,NHS Lanarkshire,16,296932,9,216995,7,61999,0,17938,,:,,:,,:,21,11,,:,,:,10,0,13,270979,3,25953,18.75,8.740385003973973,138,72,0,66,118,,
20230402,S08000022,NHS Highland,18,106414,7,63105,11,34778,0,8531,,:,,:,,:,25,18,,:,,:,7,0,11,100616,7,5798,38.888888888888886,5.44853120829966,74,32,1,41,42,,
20230402,S08000031,NHS Greater Glasgow and Clyde,56,509150,23,371431,33,106209,0,31510,,:,,:,,:,67,42,,:,,:,25,0,29,463577,27,45573,48.214285714285715,8.950800353530393,270,160,1,109,403,,
20230402,S08000020,NHS Grampian,22,201852,5,118987,17,66213,0,16652,,:,,:,,:,34,29,,:,,:,4,1,16,190625,6,11227,27.272727272727273,5.561995917801161,139,30,19,90,64,,
20230402,S08000019,NHS Forth Valley,16,126777,6,85738,10,31449,0,9590,,:,,:,,:,21,15,,:,,:,6,0,13,117257,3,9520,18.75,7.509248522997074,68,25,0,43,97,,
20230402,S08000029,NHS Fife,16,144156,6,94216,10,39540,0,10400,,:,,:,,:,22,16,,:,,:,6,0,9,133695,7,10461,43.75,7.25672188462499,99,56,0,43,57,,
20230402,S08000017,NHS Dumfries and Galloway,2,50272,1,32176,1,14000,0,4096,,:,,:,,:,4,3,,:,,:,1,0,0,47204,2,3068,100,6.102800763844685,23,9,0,14,6,,
20230402,S08000016,NHS Borders,6,37219,2,23038,4,11684,0,2497,,:,,:,,:,11,7,,:,,:,4,0,5,35165,1,2054,16.666666666666668,5.518686692280824,61,25,0,36,71,,
20230402,S08000015,NHS Ayrshire and Arran,11,153661,2,104104,9,38973,0,10584,,:,,:,,:,14,10,,:,,:,4,0,4,140893,7,12768,63.63636363636363,8.309200122347244,72,38,0,34,133,,
20230402,,Golden Jubilee National Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230403,S92000003,Scotland,266,2168187,144,1463207,122,553685,0,151295,,:,,:,,:,365,197,45,,5,,167,1,174,2004932,92,163255,34.58646616541353,7.529562717606923,1784,1020,14,750,1264,9,1
20230403,S08000028,NHS Western Isles,2,9117,1,4085,1,3579,0,1453,,:,,:,,:,2,1,,:,,:,1,0,2,8680,0,437,0,4.793243391466492,13,8,0,5,16,,
20230403,S08000030,NHS Tayside,23,153193,11,101266,12,40943,0,10984,,:,,:,,:,28,16,,:,,:,12,0,13,142579,10,10614,43.47826086956522,6.92851501047698,140,81,0,59,63,,
20230403,S08000026,NHS Shetland,0,7827,0,2160,0,5253,0,414,,:,,:,,:,0,,,:,,:,,,0,7571,0,256,,3.2707295259997444,3,2,0,1,,,
20230403,S08000025,NHS Orkney,1,6368,1,2382,0,3522,0,464,,:,,:,,:,1,0,,:,,:,1,0,1,6171,0,197,0,3.0935929648241207,9,3,0,6,,,
20230403,S08000024,NHS Lothian,57,365066,25,243418,32,95466,0,26182,,:,,:,,:,81,47,,:,,:,33,1,32,339794,25,25272,43.85964912280702,6.922583861548323,368,200,1,167,209,,
20230403,S08000032,NHS Lanarkshire,32,296964,19,217014,13,62012,0,17938,,:,,:,,:,38,17,,:,,:,21,0,23,271002,9,25962,28.125,8.74247383521235,207,136,0,71,109,,
20230403,S08000022,NHS Highland,16,106430,6,63111,10,34788,0,8531,,:,,:,,:,26,19,,:,,:,7,0,13,100629,3,5801,18.75,5.450530865357512,102,39,0,63,40,,
20230403,S08000031,NHS Greater Glasgow and Clyde,55,509205,36,371467,19,106228,0,31510,,:,,:,,:,76,33,,:,,:,43,0,39,463616,16,45589,29.09090909090909,8.952975717049126,386,255,0,131,396,,
20230403,S08000020,NHS Grampian,22,201874,13,119000,9,66222,0,16652,,:,,:,,:,34,18,,:,,:,16,0,13,190638,9,11236,40.90909090909091,5.56584800420064,173,77,13,83,66,,
20230403,S08000019,NHS Forth Valley,13,126790,8,85746,5,31454,0,9590,,:,,:,,:,14,5,,:,,:,9,0,11,117268,2,9522,15.384615384615385,7.510055998107107,79,45,0,34,96,,
20230403,S08000029,NHS Fife,22,144178,12,94228,10,39550,0,10400,,:,,:,,:,30,18,,:,,:,12,0,12,133707,10,10471,45.45454545454545,7.262550458461069,111,67,0,44,59,,
20230403,S08000017,NHS Dumfries and Galloway,6,50278,5,32181,1,14001,0,4096,,:,,:,,:,8,3,,:,,:,5,0,4,47208,2,3070,33.333333333333336,6.106050359998409,42,26,0,16,6,,
20230403,S08000016,NHS Borders,3,37222,1,23039,2,11686,0,2497,,:,,:,,:,7,6,,:,,:,1,0,1,35166,2,2056,66.66666666666667,5.523615066358605,61,35,0,26,68,,
20230403,S08000015,NHS Ayrshire and Arran,14,153675,6,104110,8,38981,0,10584,,:,,:,,:,19,13,,:,,:,6,0,10,140903,4,12772,28.571428571428573,8.311046038718073,82,46,0,36,130,,
20230403,,Golden Jubilee National Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230404,S92000003,Scotland,274,2168461,121,1463328,150,553835,3,151298,,:,,:,,:,360,208,64,,1,,151,1,170,2005102,104,163359,37.956204379562045,7.533407333588199,1572,881,19,672,1217,8,1
20230404,S08000028,NHS Western Isles,1,9118,1,4086,0,3579,0,1453,,:,,:,,:,2,0,,:,,:,2,0,1,8681,0,437,0,4.792717701250274,13,9,0,4,14,,
20230404,S08000030,NHS Tayside,18,153211,5,101271,12,40955,1,10985,,:,,:,,:,23,13,,:,,:,10,0,12,142591,6,10620,33.333333333333336,6.931617181533963,155,99,0,56,65,,
20230404,S08000026,NHS Shetland,1,7828,0,2160,1,5254,0,414,,:,,:,,:,0,,,:,,:,,,1,7572,0,256,0,3.270311701584057,5,2,0,3,,,
20230404,S08000025,NHS Orkney,2,6370,1,2383,1,3523,0,464,,:,,:,,:,2,1,,:,,:,1,0,2,6173,0,197,0,3.0926216640502355,16,5,0,11,,,
20230404,S08000024,NHS Lothian,51,365117,21,243439,30,95496,0,26182,,:,,:,,:,71,40,,:,,:,31,0,34,339828,17,25289,33.333333333333336,6.926272948123478,297,169,6,122,203,,
20230404,S08000032,NHS Lanarkshire,37,297001,17,217031,20,62032,0,17938,,:,,:,,:,45,26,,:,,:,19,0,19,271021,18,25980,48.648648648648646,8.747445294796988,176,107,0,69,117,,
20230404,S08000022,NHS Highland,13,106443,5,63116,8,34796,0,8531,,:,,:,,:,18,12,,:,,:,6,0,10,100639,3,5804,23.076923076923077,5.452683595915184,72,34,0,38,39,,
20230404,S08000031,NHS Greater Glasgow and Clyde,59,509264,26,371493,31,106259,2,31512,,:,,:,,:,79,47,,:,,:,32,0,32,463648,27,45616,45.76271186440678,8.95724025259983,320,201,2,117,379,,
20230404,S08000020,NHS Grampian,35,201909,16,119016,19,66241,0,16652,,:,,:,,:,38,22,,:,,:,15,1,26,190664,9,11245,25.714285714285715,5.569340643557246,136,46,11,79,64,,
20230404,S08000019,NHS Forth Valley,9,126799,3,85749,6,31460,0,9590,,:,,:,,:,10,7,,:,,:,3,0,6,117274,3,9525,33.333333333333336,7.511888895022832,66,27,0,39,85,,
20230404,S08000029,NHS Fife,14,144192,9,94237,5,39555,0,10400,,:,,:,,:,24,14,,:,,:,10,0,10,133717,4,10475,28.571428571428573,7.264619396360408,123,66,0,57,59,,
20230404,S08000017,NHS Dumfries and Galloway,7,50285,2,32183,5,14006,0,4096,,:,,:,,:,10,5,,:,,:,5,0,2,47210,5,3075,71.42857142857143,6.115143681018196,42,21,0,21,,,
20230404,S08000016,NHS Borders,4,37226,2,23041,2,11688,0,2497,,:,,:,,:,5,3,,:,,:,2,0,2,35168,2,2058,50,5.528394133132757,57,37,0,20,64,,
20230404,S08000015,NHS Ayrshire and Arran,23,153698,13,104123,10,38991,0,10584,,:,,:,,:,29,14,,:,,:,15,0,13,140916,10,12782,43.47826086956522,8.316308605186794,88,56,0,32,119,,
20230404,,Golden Jubilee National Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230405,S92000003,Scotland,293,2168754,132,1463460,160,553995,1,151299,,:,,:,,:,367,214,50,,5,,149,4,190,2005292,103,163462,35.153583617747444,7.5371388364009935,1607,896,18,693,1195,9,1
20230405,S08000028,NHS Western Isles,1,9119,1,4087,0,3579,0,1453,,:,,:,,:,2,0,,:,,:,2,0,1,8682,0,437,0,4.792192126329641,8,6,0,2,13,,
20230405,S08000030,NHS Tayside,15,153226,5,101276,10,40965,0,10985,,:,,:,,:,20,14,,:,,:,6,0,9,142600,6,10626,40,6.934854398078655,134,89,0,45,55,,
20230405,S08000026,NHS Shetland,0,7828,0,2160,0,5254,0,414,,:,,:,,:,0,,,:,,:,,,0,7572,0,256,,3.270311701584057,7,3,0,4,,,
20230405,S08000025,NHS Orkney,1,6371,1,2384,0,3523,0,464,,:,,:,,:,1,0,,:,,:,1,0,0,6173,1,198,100,3.107832365405745,10,3,0,7,,,
20230405,S08000024,NHS Lothian,40,365157,13,243452,27,95523,0,26182,,:,,:,,:,55,35,,:,,:,19,1,23,339851,17,25306,42.5,6.930169762595267,276,141,2,133,196,,
20230405,S08000032,NHS Lanarkshire,38,297039,18,217049,20,62052,0,17938,,:,,:,,:,43,24,,:,,:,19,0,23,271044,15,25995,39.473684210526315,8.751376081928635,178,103,0,75,120,,
20230405,S08000022,NHS Highland,21,106464,7,63123,14,34810,0,8531,,:,,:,,:,24,17,,:,,:,7,0,15,100654,6,5810,28.571428571428573,5.457243763149985,80,26,0,54,40,,
20230405,S08000031,NHS Greater Glasgow and Clyde,70,509334,35,371528,34,106293,1,31513,,:,,:,,:,86,44,,:,,:,39,3,47,463695,23,45639,32.857142857142854,8.9605249207789,351,216,4,131,369,,
20230405,S08000020,NHS Grampian,26,201935,13,119029,13,66254,0,16652,,:,,:,,:,33,19,,:,,:,14,0,19,190683,7,11252,26.923076923076923,5.572090028969718,148,62,12,74,65,,
20230405,S08000019,NHS Forth Valley,19,126818,5,85754,14,31474,0,9590,,:,,:,,:,22,16,,:,,:,6,0,13,117287,6,9531,31.57894736842105,7.51549464587046,79,38,0,41,85,,
20230405,S08000029,NHS Fife,18,144210,10,94247,8,39563,0,10400,,:,,:,,:,23,13,,:,,:,10,0,11,133728,7,10482,38.888888888888886,7.268566673600999,103,61,0,42,61,,
20230405,S08000017,NHS Dumfries and Galloway,4,50289,2,32185,2,14008,0,4096,,:,,:,,:,5,2,,:,,:,3,0,4,47214,0,3075,0,6.114657280916304,44,33,0,11,,,
20230405,S08000016,NHS Borders,9,37235,4,23045,5,11693,0,2497,,:,,:,,:,10,6,,:,,:,4,0,6,35174,3,2061,33.333333333333336,5.535114811333423,58,38,0,20,62,,
20230405,S08000015,NHS Ayrshire and Arran,31,153729,18,104141,13,39004,0,10584,,:,,:,,:,40,21,,:,,:,19,0,19,140935,12,12794,38.70967741935484,8.322437536183804,126,77,0,49,121,,
20230405,,Golden Jubilee National Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230406,S92000003,Scotland,271,2169025,133,1463593,138,554133,0,151299,,:,,:,,:,337,183,71,,3,,153,1,199,2005491,72,163534,26.568265682656826,7.5395166030820295,1706,1022,20,664,1196,10,2
20230406,S08000028,NHS Western Isles,2,9121,0,4087,2,3581,0,1453,,:,,:,,:,0,,,:,,:,,,1,8683,1,438,50,4.802105032342945,6,1,0,5,14,,
20230406,S08000030,NHS Tayside,17,153243,7,101283,10,40975,0,10985,,:,,:,,:,24,17,,:,,:,7,0,11,142611,6,10632,35.294117647058826,6.938000430688514,152,103,0,49,58,,
20230406,S08000026,NHS Shetland,1,7829,0,2160,1,5255,0,414,,:,,:,,:,0,,,:,,:,,,1,7573,0,256,0,3.2698939839059906,5,1,0,4,,,
20230406,S08000025,NHS Orkney,3,6374,2,2386,1,3524,0,464,,:,,:,,:,3,1,,:,,:,2,0,3,6176,0,198,0,3.1063696266080956,17,7,0,10,,,
20230406,S08000024,NHS Lothian,50,365207,20,243472,30,95553,0,26182,,:,,:,,:,66,40,,:,,:,25,1,36,339887,14,25320,28,6.933054404762231,309,165,4,140,206,,
20230406,S08000032,NHS Lanarkshire,26,297065,13,217062,13,62065,0,17938,,:,,:,,:,31,16,,:,,:,15,0,21,271065,5,26000,19.23076923076923,8.752293269149849,192,128,0,64,118,,
20230406,S08000022,NHS Highland,16,106480,10,63133,6,34816,0,8531,,:,,:,,:,20,10,,:,,:,10,0,14,100668,2,5812,12.5,5.458302028549962,69,31,0,38,38,,
20230406,S08000031,NHS Greater Glasgow and Clyde,86,509420,61,371589,25,106318,0,31513,,:,,:,,:,100,32,,:,,:,68,0,62,463757,24,45663,27.906976744186046,8.963723450198264,364,251,7,106,364,,
20230406,S08000020,NHS Grampian,17,201952,5,119034,12,66266,0,16652,,:,,:,,:,21,16,,:,,:,5,0,11,190694,6,11258,35.294117647058826,5.574591982253208,158,68,9,81,66,,
20230406,S08000019,NHS Forth Valley,16,126834,2,85756,14,31488,0,9590,,:,,:,,:,18,16,,:,,:,2,0,11,117298,5,9536,31.25,7.51848873330495,96,46,0,50,84,,
20230406,S08000029,NHS Fife,13,144223,5,94252,8,39571,0,10400,,:,,:,,:,19,13,,:,,:,6,0,10,133738,3,10485,23.076923076923077,7.269991610214737,93,58,0,35,63,,
20230406,S08000017,NHS Dumfries and Galloway,6,50295,1,32186,5,14013,0,4096,,:,,:,,:,6,5,,:,,:,1,0,2,47216,4,3079,66.66666666666667,6.1218809026742225,42,25,0,17,,,
20230406,S08000016,NHS Borders,6,37241,5,23050,1,11694,0,2497,,:,,:,,:,11,2,,:,,:,9,0,6,35180,0,2061,0,5.534223033753122,111,92,0,19,57,,
20230406,S08000015,NHS Ayrshire and Arran,12,153741,2,104143,10,39014,0,10584,,:,,:,,:,14,11,,:,,:,3,0,10,140945,2,12796,16.666666666666668,8.323088831216136,86,46,0,40,120,,
20230406,,Golden Jubilee National Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230407,S92000003,Scotland,212,2169237,113,1463706,97,554230,2,151301,,:,,:,,:,273,150,60,,1,,122,1,148,2005639,64,163598,30.18867924528302,7.54173011063337,1221,696,18,507,1173,12,2
20230407,S08000028,NHS Western Isles,1,9122,1,4088,0,3581,0,1453,,:,,:,,:,1,0,,:,,:,1,0,1,8684,0,438,0,4.801578601183951,7,6,0,1,13,,
20230407,S08000030,NHS Tayside,23,153266,12,101295,11,40986,0,10985,,:,,:,,:,31,17,,:,,:,14,0,15,142626,8,10640,34.78260869565217,6.942178956846267,121,80,0,41,62,,
20230407,S08000026,NHS Shetland,0,7829,0,2160,0,5255,0,414,,:,,:,,:,0,,,:,,:,,,0,7573,0,256,,3.2698939839059906,4,1,0,3,,,
20230407,S08000025,NHS Orkney,1,6375,1,2387,0,3524,0,464,,:,,:,,:,1,0,,:,,:,1,0,1,6177,0,198,0,3.1058823529411765,14,8,0,6,,,
20230407,S08000024,NHS Lothian,28,365235,12,243484,16,95569,0,26182,,:,,:,,:,38,26,,:,,:,12,0,17,339904,11,25331,39.285714285714285,6.935534655769573,220,115,1,104,197,,
20230407,S08000032,NHS Lanarkshire,24,297089,14,217076,10,62075,0,17938,,:,,:,,:,28,12,,:,,:,16,0,14,271079,10,26010,41.666666666666664,8.754952219705206,121,83,0,38,124,,
20230407,S08000022,NHS Highland,22,106502,15,63148,7,34823,0,8531,,:,,:,,:,27,12,,:,,:,15,0,18,100686,4,5816,18.181818181818183,5.460930311167865,85,47,0,38,45,,
20230407,S08000031,NHS Greater Glasgow and Clyde,51,509471,35,371624,16,106334,0,31513,,:,,:,,:,62,23,,:,,:,39,0,37,463794,14,45677,27.45098039215686,8.965574095483355,251,164,0,87,353,,
20230407,S08000020,NHS Grampian,21,201973,5,119039,16,66282,0,16652,,:,,:,,:,26,21,,:,,:,4,1,14,190708,7,11265,33.333333333333336,5.5774781777762374,111,29,17,65,65,,
20230407,S08000019,NHS Forth Valley,7,126841,2,85758,5,31493,0,9590,,:,,:,,:,11,9,,:,,:,2,0,3,117301,4,9540,57.142857142857146,7.521227363391963,60,23,0,37,76,,
20230407,S08000029,NHS Fife,14,144237,11,94263,3,39574,0,10400,,:,,:,,:,22,10,,:,,:,12,0,12,133750,2,10487,14.285714285714286,7.2706725736114866,109,80,0,29,62,,
20230407,S08000017,NHS Dumfries and Galloway,5,50300,1,32187,4,14017,0,4096,,:,,:,,:,6,5,,:,,:,1,0,4,47220,1,3080,20,6.1232604373757455,26,15,0,11,,,
20230407,S08000016,NHS Borders,4,37245,0,23050,4,11698,0,2497,,:,,:,,:,7,6,,:,,:,1,0,4,35184,0,2061,0,5.533628674989932,38,18,0,20,54,,
20230407,S08000015,NHS Ayrshire and Arran,11,153752,4,104147,5,39019,2,10586,,:,,:,,:,12,8,,:,,:,4,0,8,140953,3,12799,27.272727272727273,8.324444560070763,53,27,0,26,112,,
20230407,,Golden Jubilee National Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230408,S92000003,Scotland,157,2169394,67,1463773,90,554320,0,151301,,:,,:,,:,208,130,52,,0,,78,0,84,2005723,73,163671,46.496815286624205,7.54454930731808,1072,582,19,471,1180,8,2
20230408,S08000028,NHS Western Isles,1,9123,0,4088,1,3582,0,1453,,:,,:,,:,0,,,:,,:,,,1,8685,0,438,0,4.801052285432424,6,3,0,3,13,,
20230408,S08000030,NHS Tayside,14,153280,7,101302,7,40993,0,10985,,:,,:,,:,23,16,,:,,:,7,0,6,142632,8,10648,57.142857142857146,6.946764091858038,101,63,0,38,61,,
20230408,S08000026,NHS Shetland,0,7829,0,2160,0,5255,0,414,,:,,:,,:,0,,,:,,:,,,0,7573,0,256,,3.2698939839059906,4,4,0,0,,,
20230408,S08000025,NHS Orkney,0,6375,0,2387,0,3524,0,464,,:,,:,,:,0,,,:,,:,,,0,6177,0,198,,3.1058823529411765,11,2,0,9,,,
20230408,S08000024,NHS Lothian,30,365265,10,243494,20,95589,0,26182,,:,,:,,:,44,28,,:,,:,16,0,19,339923,11,25342,36.666666666666664,6.937976537582303,192,99,3,90,192,,
20230408,S08000032,NHS Lanarkshire,16,297105,7,217083,9,62084,0,17938,,:,,:,,:,19,12,,:,,:,7,0,7,271086,9,26019,56.25,8.757509971222294,110,64,0,46,130,,
20230408,S08000022,NHS Highland,7,106509,3,63151,4,34827,0,8531,,:,,:,,:,9,6,,:,,:,3,0,6,100692,1,5817,14.285714285714286,5.461510294904656,78,39,0,39,49,,
20230408,S08000031,NHS Greater Glasgow and Clyde,26,509497,14,371638,12,106346,0,31513,,:,,:,,:,35,17,,:,,:,18,0,11,463805,15,45692,57.69230769230769,8.968060655901802,217,137,0,80,359,,
20230408,S08000020,NHS Grampian,8,201981,2,119041,6,66288,0,16652,,:,,:,,:,14,12,,:,,:,2,0,4,190712,4,11269,50,5.579237651066189,113,38,16,59,68,,
20230408,S08000019,NHS Forth Valley,8,126849,3,85761,5,31498,0,9590,,:,,:,,:,8,5,,:,,:,3,0,6,117307,2,9542,25,7.5223296990910455,58,31,0,27,68,,
20230408,S08000029,NHS Fife,23,144260,15,94278,8,39582,0,10400,,:,,:,,:,25,10,,:,,:,15,0,13,133763,10,10497,43.47826086956522,7.276445307084431,93,59,0,34,64,,
20230408,S08000017,NHS Dumfries and Galloway,5,50305,2,32189,3,14020,0,4096,,:,,:,,:,6,3,,:,,:,3,0,4,47224,1,3081,20,6.124639697843157,16,8,0,8,,,
20230408,S08000016,NHS Borders,5,37250,0,23050,5,11703,0,2497,,:,,:,,:,0,,,:,,:,,,4,35188,1,2062,20,5.535570469798658,20,8,0,12,53,,
20230408,S08000015,NHS Ayrshire and Arran,14,153766,4,104151,10,39029,0,10586,,:,,:,,:,17,13,,:,,:,4,0,3,140956,11,12810,78.57142857142857,8.330840367831641,51,27,0,24,113,,
20230408,,Golden Jubilee National Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
