date,number_admitted,seven_day_average,seven_day_average_qf,year,month,day,week,weekday,season
2023-07-04,9,7.71428571428571,NA,2023,7,4,27,Tue,Summer
2023-07-05,11,7.85714285714286,NA,2023,7,5,27,Wed,Summer
2023-07-06,13,8,NA,2023,7,6,27,Thu,Summer
2023-07-07,11,8.57142857142857,NA,2023,7,7,27,Fri,Summer
2023-07-08,2,8.14285714285714,NA,2023,7,8,27,Sat,Summer
2023-07-09,6,8,NA,2023,7,9,28,Sun,Summer
2023-07-10,14,9.42857142857143,NA,2023,7,10,28,Mon,Summer
2023-07-11,16,10.4285714285714,NA,2023,7,11,28,Tue,Summer
2023-07-12,6,9.71428571428571,NA,2023,7,12,28,Wed,Summer
2023-07-13,13,9.71428571428571,NA,2023,7,13,28,Thu,Summer
2023-07-14,13,10,NA,2023,7,14,28,Fri,Summer
2023-07-15,13,11.5714285714286,NA,2023,7,15,28,Sat,Summer
2023-07-16,10,12.1428571428571,NA,2023,7,16,29,Sun,Summer
2023-07-17,11,11.7142857142857,NA,2023,7,17,29,Mon,Summer
2023-07-18,11,11,NA,2023,7,18,29,Tue,Summer
2023-07-19,14,12.1428571428571,NA,2023,7,19,29,Wed,Summer
2023-07-20,12,12,NA,2023,7,20,29,Thu,Summer
2023-07-21,14,12.1428571428571,NA,2023,7,21,29,Fri,Summer
2023-07-22,6,11.1428571428571,NA,2023,7,22,29,Sat,Summer
2023-07-23,16,12,NA,2023,7,23,30,Sun,Summer
2023-07-24,12,12.1428571428571,NA,2023,7,24,30,Mon,Summer
2023-07-25,21,13.5714285714286,NA,2023,7,25,30,Tue,Summer
2023-07-26,18,14.1428571428571,NA,2023,7,26,30,Wed,Summer
2023-07-27,15,14.5714285714286,NA,2023,7,27,30,Thu,Summer
2023-07-28,23,15.8571428571429,NA,2023,7,28,30,Fri,Summer
2023-07-29,20,17.8571428571429,NA,2023,7,29,30,Sat,Summer
2023-07-30,13,17.4285714285714,NA,2023,7,30,31,Sun,Summer
2023-07-31,15,17.8571428571429,NA,2023,7,31,31,Mon,Summer
2023-08-01,21,17.8571428571429,NA,2023,8,1,31,Tue,Summer
2023-08-02,14,17.2857142857143,NA,2023,8,2,31,Wed,Summer
2023-08-03,22,18.2857142857143,NA,2023,8,3,31,Thu,Summer
2023-08-04,23,18.2857142857143,NA,2023,8,4,31,Fri,Summer
2023-08-05,23,18.7142857142857,NA,2023,8,5,31,Sat,Summer
2023-08-06,23,20.1428571428571,NA,2023,8,6,32,Sun,Summer
2023-08-07,22,21.1428571428571,NA,2023,8,7,32,Mon,Summer
2023-08-08,28,22.1428571428571,NA,2023,8,8,32,Tue,Summer
2023-08-09,26,23.8571428571429,NA,2023,8,9,32,Wed,Summer
2023-08-10,42,26.7142857142857,NA,2023,8,10,32,Thu,Summer
2023-08-11,23,26.7142857142857,NA,2023,8,11,32,Fri,Summer
2023-08-12,30,27.7142857142857,NA,2023,8,12,32,Sat,Summer
2023-08-13,26,28.1428571428571,NA,2023,8,13,33,Sun,Summer
2023-08-14,35,30,NA,2023,8,14,33,Mon,Summer
2023-08-15,37,31.2857142857143,NA,2023,8,15,33,Tue,Summer
2023-08-16,26,31.2857142857143,NA,2023,8,16,33,Wed,Summer
2023-08-17,37,30.5714285714286,NA,2023,8,17,33,Thu,Summer
2023-08-18,31,31.7142857142857,NA,2023,8,18,33,Fri,Summer
2023-08-19,30,31.7142857142857,NA,2023,8,19,33,Sat,Summer
2023-08-20,25,31.5714285714286,NA,2023,8,20,34,Sun,Summer
2023-08-21,41,32.4285714285714,NA,2023,8,21,34,Mon,Summer
2023-08-22,32,31.7142857142857,NA,2023,8,22,34,Tue,Summer
2023-08-23,30,32.2857142857143,NA,2023,8,23,34,Wed,Summer
2023-08-24,37,32.2857142857143,NA,2023,8,24,34,Thu,Summer
2023-08-25,38,33.2857142857143,NA,2023,8,25,34,Fri,Summer
2023-08-26,41,34.8571428571429,NA,2023,8,26,34,Sat,Summer
2023-08-27,30,35.5714285714286,NA,2023,8,27,35,Sun,Summer
2023-08-28,43,35.8571428571429,NA,2023,8,28,35,Mon,Summer
2023-08-29,48,38.1428571428571,NA,2023,8,29,35,Tue,Summer
2023-08-30,40,39.5714285714286,NA,2023,8,30,35,Wed,Summer
2023-08-31,40,40,NA,2023,8,31,35,Thu,Summer
2023-09-01,47,41.2857142857143,NA,2023,9,1,35,Fri,Autumn
2023-09-02,35,40.4285714285714,NA,2023,9,2,35,Sat,Autumn
2023-09-03,27,40,NA,2023,9,3,36,Sun,Autumn
2023-09-04,40,39.5714285714286,NA,2023,9,4,36,Mon,Autumn
2023-09-05,43,38.8571428571429,NA,2023,9,5,36,Tue,Autumn
2023-09-06,45,39.5714285714286,NA,2023,9,6,36,Wed,Autumn
2023-09-07,37,39.1428571428571,NA,2023,9,7,36,Thu,Autumn
2023-09-08,38,37.8571428571429,NA,2023,9,8,36,Fri,Autumn
2023-09-09,37,38.1428571428571,NA,2023,9,9,36,Sat,Autumn
2023-09-10,23,37.5714285714286,NA,2023,9,10,37,Sun,Autumn
2023-09-11,44,38.1428571428571,NA,2023,9,11,37,Mon,Autumn
2023-09-12,38,37.4285714285714,NA,2023,9,12,37,Tue,Autumn
2023-09-13,27,34.8571428571429,NA,2023,9,13,37,Wed,Autumn
2023-09-14,37,34.8571428571429,NA,2023,9,14,37,Thu,Autumn
2023-09-15,34,34.2857142857143,NA,2023,9,15,37,Fri,Autumn
2023-09-16,22,32.1428571428571,NA,2023,9,16,37,Sat,Autumn
2023-09-17,27,32.7142857142857,NA,2023,9,17,38,Sun,Autumn
2023-09-18,31,30.8571428571429,NA,2023,9,18,38,Mon,Autumn
2023-09-19,38,30.8571428571429,NA,2023,9,19,38,Tue,Autumn
2023-09-20,30,31.2857142857143,NA,2023,9,20,38,Wed,Autumn
2023-09-21,35,31,NA,2023,9,21,38,Thu,Autumn
2023-09-22,40,31.8571428571429,NA,2023,9,22,38,Fri,Autumn
2023-09-23,29,32.8571428571429,NA,2023,9,23,38,Sat,Autumn
2023-09-24,19,31.7142857142857,NA,2023,9,24,39,Sun,Autumn
